-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
0	0	0	0	0	0	0	-100	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	0	0	0	0	0	0	0	0	0	0	0	0
5	5	5	5	5	5	0	-100	-100	0	5	5	5	5	5	5	5	5	5	5	5	5	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	5	5	5	5	5	5	5	5	5	5	5
100	100	100	100	100	5	0	-100	-100	0	5	100	100	100	100	100	100	100	100	100	100	100000	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100000	100	100	100	100	100	100	100	100	100	100000
5	5	5	5	100	5	0	-100	-100	0	5	100	5	5	5	5	5	5	5	5	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	5	5	5	5	5	5	5	5	5
0	0	0	5	100	5	0	-100	-100	0	5	100	5	0	0	0	0	0	0	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	0	0	0	0	0	0	0	0
-100	-100	0	5	100	5	0	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	0	5	100	5	0	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	0	5	100	5	0	0	0	0	5	100	5	0	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	0	5	100	5	5	5	5	5	5	100	5	0	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	0	5	100	100	100	100	100	100	100	100	5	0	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	0	5	5	5	5	5	5	5	5	5	5	0	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	5	100	5	0	-100	-100	-100	-100	-100	-100	-100	-100
